id,customer_id,reference,amount_cents,currency,due_date,status
55,1006,RE-2026-000055,233397,EUR,2026-05-05,open
56,1006,RE 2026 000056,40733,EUR,2026-07-27,open
57,1006,RE-2026-000057,8773,EUR,2026-08-18,open
58,1007,RE-2026-58,154390,EUR,2026-03-05,open
59,1007,RE-2026/000059,51906,EUR,2026-03-20,open
60,1007,RE-2026-000060,32300,EUR,2026-04-10,open
61,1007,RE-2026/000061,15934,EUR,2026-04-22,paid
62,1007,RE-2026-000062,1305637,EUR,2026-05-04,open
63,1007,RE-2026-000063,10598,EUR,2026-05-13,open
64,1007,RE-2026-000064,21627,EUR,2026-05-18,paid
65,1007,RE-2026-000065,14745,EUR,2026-06-11,open
66,1007,RE-2026-000066,23464,EUR,2026-06-18,open
67,1007,RE-2026-000067,2039863,EUR,2026-06-21,open
68,1007,RE-2026-000068,2230138,EUR,2026-07-04,open
69,1007,RE-2026-000069,695289,EUR,2026-07-06,open
70,1007,RE-2026-70,1640819,EUR,2026-07-16,open
71,1007,RE-2026-000071,35574,EUR,2026-07-18,open
72,1007,RE-2026-000072,425839,EUR,2026-08-03,open
73,1007,RE-2026-000073,54109,EUR,2026-08-07,open
74,1007,RE-2026-000074,337313,EUR,2026-08-15,open
75,1007,RE-2026-000075,5086,EUR,2026-08-29,open
76,1007,RE-2026-76,88877,EUR,2026-08-31,paid
77,1007,RE-2026-000077,261819,EUR,2026-08-31,open
78,1007,RE-2026/000078,1335934,EUR,2026-09-05,open
79,1008,RE-2026-000079,485729,EUR,2026-03-02,open
80,1008,RE-2026-000080,36211,EUR,2026-04-17,open
81,1008,RE-2026-000081,898849,EUR,2026-04-30,open
82,1008,RE-2026-000082,2455268,EUR,2026-05-14,open
83,1008,RE-2026-000083,2339036,EUR,2026-05-15,open
84,1008,RE-2026/000084,42960,EUR,2026-05-22,open
85,1008,RE 2026 000085,86996,EUR,2026-05-25,open
86,1008,RE-2026-000086,148142,EUR,2026-05-26,open
87,1008,RE-2026-000087,379156,EUR,2026-05-29,paid
88,1008,RE-2026-000088,1990443,EUR,2026-06-08,open
89,1008,RE-2026-000089,335821,EUR,2026-06-10,open
90,1008,RE-2026-90,16485,EUR,2026-06-11,open
91,1008,RE-2026-000091,1472796,EUR,2026-06-14,open
92,1008,RE-2026-000092,1317626,EUR,2026-06-29,paid
93,1008,RE-2026-000093,342840,EUR,2026-07-01,open
94,1008,RE-2026-000094,575576,EUR,2026-07-05,open
95,1008,RE-2026-000095,11403,EUR,2026-07-09,open
96,1008,RE-2026-000096,11411,EUR,2026-07-11,open
97,1008,RE-2026-000097,891305,EUR,2026-07-19,open
98,1008,RE-2026-000098,65976,EUR,2026-07-20,open
99,1008,RE-2026-000099,23951,EUR,2026-08-06,open
100,1008,RE-2026-000100,28709,EUR,2026-08-07,open
101,1008,RE-2026-000101,2005088,EUR,2026-08-21,open
102,1008,RE-2026-000102,225642,EUR,2026-08-28,open
103,1009,RE-2026-000103,8158,EUR,2026-04-17,open
104,1009,RE-2026-000104,9193,EUR,2026-06-04,open
105,1009,RE-2026-000105,209062,EUR,2026-06-04,open
106,1009,RE-2026-000106,46915,EUR,2026-09-02,open
107,1010,RE-2026-000107,186882,EUR,2026-04-24,open
108,1010,RE-2026-000108,14098,EUR,2026-05-06,open
109,1010,RE-2026-000109,129617,EUR,2026-05-15,open
110,1010,RE-2026-000110,432115,EUR,2026-05-23,open
111,1010,RE-2026-000111,380895,EUR,2026-07-14,open
112,1010,RE-2026-000112,1480787,EUR,2026-07-31,open
113,1011,RE-2026-000113,275901,EUR,2026-03-13,open
114,1011,RE-2026-000114,43456,EUR,2026-03-15,open
115,1011,RE-2026-000115,7270,EUR,2026-04-08,open
116,1011,RE-2026-000116,157030,EUR,2026-04-08,open
117,1011,RE-2026-000117,245325,EUR,2026-04-24,open
118,1011,RE-2026-000118,797428,EUR,2026-05-09,open
119,1011,RE-2026-000119,6296,EUR,2026-05-22,open
120,1011,RE-2026-000120,5517,EUR,2026-05-28,open
121,1011,RE-2026-000121,9907,EUR,2026-05-29,paid
122,1011,RE-2026/000122,874853,EUR,2026-06-09,open
123,1011,RE-2026/000123,46278,EUR,2026-07-05,open
124,1011,RE-2026-000124,1417551,EUR,2026-07-06,open
125,1011,RE-2026-000125,204433,EUR,2026-07-12,open
126,1011,RE-2026-000126,135294,EUR,2026-07-26,open
127,1011,RE-2026-000127,13987,EUR,2026-08-04,open
128,1011,RE-2026-000128,40533,EUR,2026-08-27,open
129,1011,RE-2026-000129,17171,EUR,2026-08-31,open
130,1011,RE-2026-130,250847,EUR,2026-09-08,open
131,1011,RE-2026-000131,30498,EUR,2026-09-09,open
132,1012,RE-2026-000132,245744,EUR,2026-03-05,paid
133,1012,RE-2026-000133,25038,EUR,2026-03-11,paid
134,1012,RE-2026-000134,6927,EUR,2026-04-16,open
135,1012,RE-2026-000135,27664,EUR,2026-04-24,open
136,1012,RE-2026-000136,5705,EUR,2026-06-03,paid
137,1012,RE-2026-000137,36660,EUR,2026-07-12,open
138,1012,RE-2026-000138,200441,EUR,2026-07-14,open
139,1012,RE-2026-000139,137519,EUR,2026-08-27,open
140,1012,RE-2026-000140,72957,EUR,2026-09-02,open
141,1013,RE-2026-000141,536076,EUR,2026-03-08,open
142,1013,RE-2026-000142,156606,EUR,2026-03-14,open
143,1013,RE-2026-000143,269504,EUR,2026-03-19,open
144,1013,RE-2026-000144,5066,EUR,2026-04-28,open
145,1013,RE-2026/000145,2146260,EUR,2026-05-08,open
146,1013,RE-2026-000146,395090,EUR,2026-06-12,open
147,1013,RE-2026-000147,270187,EUR,2026-07-24,open
148,1013,RE-2026-000148,308587,EUR,2026-08-10,open
149,1013,RE-2026-000149,1000117,EUR,2026-09-16,open
150,1014,RE-2026-000150,69502,EUR,2026-03-20,paid
151,1014,RE-2026/000151,1171199,EUR,2026-03-25,open
152,1014,RE-2026-000152,1086168,EUR,2026-04-04,open
153,1014,RE-2026-000153,13273,EUR,2026-05-03,open
154,1014,RE-2026-000154,816408,EUR,2026-05-16,open
155,1014,RE-2026-000155,68171,EUR,2026-05-20,open
156,1014,RE-2026-000156,784210,EUR,2026-05-27,open
157,1014,RE-2026-000157,1394833,EUR,2026-07-16,open
158,1014,RE-2026-000158,148532,EUR,2026-07-19,open
159,1014,RE-2026-000159,318091,EUR,2026-07-26,open
160,1014,RE-2026-000160,245344,EUR,2026-08-05,paid
161,1014,RE-2026-000161,24960,EUR,2026-08-08,open
162,1014,RE-2026-000162,12686,EUR,2026-08-29,open
163,1014,RE-2026-000163,11471,EUR,2026-08-30,open
164,1014,RE-2026-000164,181535,EUR,2026-09-01,open
165,1014,RE-2026-000165,13724,EUR,2026-09-14,paid
166,1015,RE-2026-000166,563263,EUR,2026-03-07,open
167,1015,RE-2026-000167,5551,EUR,2026-03-18,open
168,1015,RE-2026-000168,935458,EUR,2026-04-20,open
169,1015,RE-2026-000169,700986,EUR,2026-05-12,paid
170,1015,RE-2026-000170,7808,EUR,2026-05-17,open
171,1015,RE-2026-000171,18932,EUR,2026-06-24,paid
172,1015,RE-2026-000172,6017,EUR,2026-07-31,open
173,1015,RE-2026-000173,8735,EUR,2026-09-09,open
174,1015,RE-2026-000174,1336845,EUR,2026-09-15,open
175,1016,RE-2026-175,8331,EUR,2026-03-04,open
176,1016,RE-2026-000176,6900,EUR,2026-04-06,paid
177,1016,RE-2026-000177,605251,EUR,2026-04-09,open
178,1016,RE-2026-000178,16787,EUR,2026-04-12,open
179,1016,RE-2026-000179,823740,EUR,2026-04-28,open
180,1016,RE-2026-000180,128939,EUR,2026-05-15,open
181,1016,RE-2026-000181,38584,EUR,2026-05-21,open
182,1016,RE-2026-000182,18417,EUR,2026-05-24,open
183,1016,RE-2026-000183,592782,EUR,2026-06-06,open
184,1016,RE-2026-000184,430185,EUR,2026-06-14,open
185,1016,RE-2026-000185,336989,EUR,2026-06-17,open
186,1016,RE-2026-000186,5220,EUR,2026-08-11,open
187,1016,RE-2026-000187,1609828,EUR,2026-09-05,open
188,1016,RE-2026-000188,24853,EUR,2026-09-06,open
189,1016,RE 2026 000189,23063,EUR,2026-09-16,open
190,1017,RE-2026-000190,10196,EUR,2026-03-13,open
191,1017,RE-2026-000191,162955,EUR,2026-03-17,open
192,1017,RE-2026-000192,10524,EUR,2026-03-22,open
193,1017,RE-2026-000193,1345634,EUR,2026-03-24,open
194,1017,RE-2026-000194,5670,EUR,2026-03-28,open
195,1017,RE-2026-000195,19942,EUR,2026-04-25,open
196,1017,RE-2026-000196,394714,EUR,2026-05-16,open
197,1017,RE-2026-000197,14558,EUR,2026-05-20,open
198,1017,RE-2026-000198,14050,EUR,2026-05-25,open
199,1017,RE-2026/000199,28345,EUR,2026-05-28,open
200,1017,RE-2026-000200,197351,EUR,2026-06-11,open
201,1017,RE-2026-000201,7727,EUR,2026-07-14,open
202,1017,RE-2026-000202,81779,EUR,2026-07-24,open
203,1017,RE-2026-000203,121906,EUR,2026-08-02,open
204,1017,RE-2026-000204,36705,EUR,2026-08-28,paid
205,1017,RE-2026-000205,14099,EUR,2026-09-02,paid
206,1017,RE-2026-000206,1147903,EUR,2026-09-08,open
207,1017,RE-2026-000207,1885073,EUR,2026-09-11,open
208,1018,RE-2026-000208,695881,EUR,2026-04-18,open
209,1018,RE-2026-000209,35846,EUR,2026-04-27,open
210,1018,RE-2026-000210,8151,EUR,2026-05-19,open
211,1018,RE-2026-000211,316038,EUR,2026-05-25,open
212,1018,RE-2026-000212,1041768,EUR,2026-08-13,open
213,1018,RE-2026-000213,11050,EUR,2026-09-05,paid
214,1018,RE-2026-000214,93930,EUR,2026-09-15,open
215,1018,RE-2026-000215,742528,EUR,2026-09-15,open
216,1019,RE-2026-000216,1389461,EUR,2026-03-25,paid
217,1019,RE-2026-000217,10790,EUR,2026-03-26,open
218,1019,RE-2026-218,28066,EUR,2026-04-11,open
219,1019,RE-2026-000219,439014,EUR,2026-04-29,open
220,1019,RE-2026-000220,1721435,EUR,2026-05-17,open
221,1019,RE-2026-000221,556798,EUR,2026-06-01,paid
222,1019,RE-2026-000222,5290,EUR,2026-07-03,open
223,1019,RE-2026-000223,193522,EUR,2026-07-30,open
224,1019,RE-2026-000224,18367,EUR,2026-09-06,open
225,1020,RE-2026-000225,104536,EUR,2026-04-04,open
226,1020,RE-2026-000226,296950,EUR,2026-04-18,open
227,1020,RE-2026-000227,1845350,EUR,2026-04-24,open
228,1020,RE-2026-000228,59355,EUR,2026-04-25,open
229,1020,RE-2026-000229,965277,EUR,2026-04-27,open
230,1020,RE-2026-000230,45313,EUR,2026-06-12,paid
231,1020,RE-2026-000231,12307,EUR,2026-07-07,open
232,1020,RE-2026-232,6863,EUR,2026-07-12,open
233,1020,RE-2026-000233,5351,EUR,2026-08-02,open
234,1020,RE-2026/000234,1112207,EUR,2026-08-08,paid
235,1020,RE-2026-000235,586714,EUR,2026-08-21,open
236,1020,RE-2026-000236,1592138,EUR,2026-09-08,open
237,1021,RE-2026-000237,150387,EUR,2026-03-17,open
238,1021,RE 2026 000238,910581,EUR,2026-03-26,paid
239,1021,RE-2026-000239,10623,EUR,2026-04-22,open
240,1021,RE-2026-000240,201199,EUR,2026-05-14,open
241,1021,RE-2026-000241,14974,EUR,2026-08-27,paid
242,1022,RE-2026-000242,46477,EUR,2026-04-26,open
243,1022,RE-2026-000243,121683,EUR,2026-05-02,open
244,1022,RE-2026-000244,1282238,EUR,2026-05-16,open
245,1022,RE-2026-000245,2177434,EUR,2026-06-29,open
246,1022,RE-2026-000246,90998,EUR,2026-07-13,paid
247,1022,RE-2026-000247,178376,EUR,2026-07-26,paid
248,1022,RE-2026-000248,789206,EUR,2026-08-06,open
249,1023,RE-2026-000249,23099,EUR,2026-03-03,open
250,1023,RE-2026-000250,596460,EUR,2026-03-03,open
251,1023,RE-2026/000251,16879,EUR,2026-03-14,open
252,1023,RE-2026/000252,349734,EUR,2026-03-21,open
253,1023,RE-2026-000253,106747,EUR,2026-03-25,open
254,1023,RE-2026-000254,440413,EUR,2026-03-25,open
255,1023,RE-2026-000255,169093,EUR,2026-03-28,open
256,1023,RE-2026/000256,361259,EUR,2026-04-03,paid
257,1023,RE-2026-000257,159325,EUR,2026-04-04,open
258,1023,RE-2026-000258,316268,EUR,2026-04-05,open
259,1023,RE-2026-000259,12586,EUR,2026-04-07,open
260,1023,RE-2026/000260,969789,EUR,2026-04-07,open
261,1023,RE-2026-000261,109341,EUR,2026-04-12,open
262,1023,RE-2026-000262,431902,EUR,2026-04-14,open
263,1023,RE-2026-000263,761946,EUR,2026-04-19,open
264,1023,RE-2026-000264,222432,EUR,2026-05-13,open
265,1023,RE-2026-000265,9025,EUR,2026-05-18,open
266,1023,RE-2026-000266,682810,EUR,2026-05-18,open
267,1023,RE-2026-000267,1216508,EUR,2026-05-28,open
268,1023,RE-2026-000268,621027,EUR,2026-06-04,open
269,1023,RE-2026-000269,6747,EUR,2026-06-08,paid
270,1023,RE 2026 000270,9191,EUR,2026-06-09,open
271,1023,RE-2026-000271,268564,EUR,2026-06-09,open
272,1023,RE-2026-000272,323328,EUR,2026-06-10,open
273,1023,RE-2026-000273,5484,EUR,2026-06-20,open
274,1023,RE-2026-000274,278747,EUR,2026-06-27,open
275,1023,RE-2026-000275,8226,EUR,2026-07-03,open
276,1023,RE-2026-000276,8017,EUR,2026-07-07,open
277,1023,RE-2026-000277,9791,EUR,2026-07-11,open
278,1023,RE-2026-000278,61764,EUR,2026-07-12,open
279,1023,RE-2026-000279,243291,EUR,2026-07-12,open
280,1023,RE-2026-000280,29073,EUR,2026-07-27,open
281,1023,RE-2026-000281,15994,EUR,2026-07-31,open
282,1023,RE-2026-282,1060583,EUR,2026-08-03,open
283,1023,RE-2026-000283,16103,EUR,2026-08-11,open
284,1023,RE-2026-000284,6240,EUR,2026-08-12,open
285,1023,RE-2026-000285,51432,EUR,2026-08-17,open
286,1023,RE-2026-000286,199755,EUR,2026-08-24,open
287,1023,RE-2026-000287,377172,EUR,2026-08-27,open
288,1023,RE-2026-000288,5137,EUR,2026-09-03,paid
289,1023,RE-2026-000289,471854,EUR,2026-09-06,open
290,1023,RE-2026-000290,6154,EUR,2026-09-07,open
291,1024,RE-2026-000291,650350,EUR,2026-03-08,open
292,1024,RE-2026-000292,34950,EUR,2026-03-22,open
293,1024,RE-2026-293,7905,EUR,2026-04-20,open
294,1024,RE-2026-000294,13549,EUR,2026-04-21,open
295,1024,RE-2026-000295,93092,EUR,2026-05-01,open
296,1024,RE-2026-000296,87678,EUR,2026-05-20,open
297,1024,RE-2026-000297,755934,EUR,2026-06-01,open
298,1024,RE-2026-000298,11737,EUR,2026-06-09,open
299,1024,RE-2026-000299,929161,EUR,2026-06-14,open
300,1024,RE-2026-000300,698038,EUR,2026-07-25,open
301,1024,RE-2026-000301,77763,EUR,2026-07-28,paid
302,1024,RE-2026-000302,51100,EUR,2026-08-16,open
303,1024,RE-2026-000303,287850,EUR,2026-08-18,paid
304,1024,RE-2026-000304,6952,EUR,2026-09-07,open
305,1025,RE-2026-000305,5027,EUR,2026-04-02,open
306,1025,RE-2026/000306,1240240,EUR,2026-04-05,paid
307,1025,RE-2026-000307,8203,EUR,2026-06-03,open
308,1025,RE-2026-000308,42118,EUR,2026-06-06,open
309,1025,RE-2026-000309,158128,EUR,2026-06-11,open
310,1025,RE-2026-000310,143572,EUR,2026-07-01,open
311,1025,RE-2026-000311,18433,EUR,2026-07-22,open
312,1025,RE-2026-000312,228165,EUR,2026-07-26,open
313,1025,RE-2026-000313,339934,EUR,2026-08-02,open
314,1025,RE-2026-000314,74464,EUR,2026-08-12,open
315,1025,RE-2026-000315,13114,EUR,2026-08-17,open
316,1025,RE-2026-000316,50034,EUR,2026-09-02,open
317,1025,RE-2026-000317,30403,EUR,2026-09-03,open
318,1025,RE-2026-000318,294959,EUR,2026-09-04,paid
319,1025,RE-2026-000319,101405,EUR,2026-09-06,open
320,1026,RE-2026/000320,127747,EUR,2026-03-19,open
321,1026,RE-2026-000321,22508,EUR,2026-04-03,open
322,1026,RE-2026-000322,40267,EUR,2026-04-20,paid
323,1026,RE-2026-000323,64845,EUR,2026-05-26,open
324,1026,RE-2026-000324,723329,EUR,2026-06-07,open
325,1026,RE-2026-000325,419185,EUR,2026-06-12,open
326,1026,RE-2026-000326,17691,EUR,2026-06-18,open
327,1026,RE-2026-000327,33562,EUR,2026-07-05,paid
328,1026,RE-2026-000328,2224612,EUR,2026-07-11,open
329,1027,RE-2026-000329,6336,EUR,2026-03-04,open
330,1027,RE-2026-000330,85825,EUR,2026-03-05,open
331,1027,RE-2026-000331,62267,EUR,2026-03-17,open
332,1027,RE-2026-000332,61918,EUR,2026-04-02,open
333,1027,RE-2026/000333,781209,EUR,2026-04-22,open
334,1027,RE-2026-000334,1632723,EUR,2026-04-28,open
335,1027,RE-2026-000335,325772,EUR,2026-05-18,open
336,1027,RE-2026-000336,27860,EUR,2026-05-24,open
337,1027,RE-2026-000337,37693,EUR,2026-06-10,open
338,1027,RE-2026-000338,2176644,EUR,2026-07-09,open
339,1027,RE-2026-000339,9012,EUR,2026-07-26,open
340,1027,RE-2026-000340,702540,EUR,2026-07-26,open
341,1027,RE-2026-000341,10322,EUR,2026-08-14,open
342,1027,RE-2026-000342,217593,EUR,2026-09-02,open
343,1027,RE-2026/000343,238793,EUR,2026-09-10,open
344,1028,RE-2026-000344,411008,EUR,2026-03-23,open
345,1028,RE-2026-000345,194526,EUR,2026-04-02,open
346,1028,RE-2026-000346,231786,EUR,2026-04-07,open
347,1028,RE-2026-000347,653842,EUR,2026-04-13,open
348,1028,RE-2026-000348,28159,EUR,2026-04-20,open
349,1028,RE-2026-000349,1597960,EUR,2026-04-25,open
350,1028,RE-2026-000350,114840,EUR,2026-05-01,open
351,1028,RE-2026-000351,8290,EUR,2026-05-08,open
352,1028,RE-2026-000352,107963,EUR,2026-05-08,open
353,1028,RE-2026-000353,2194237,EUR,2026-05-08,open
354,1028,RE-2026-000354,46390,EUR,2026-05-19,open
355,1028,RE-2026-000355,982651,EUR,2026-06-11,open
356,1028,RE-2026-000356,1267169,EUR,2026-06-14,open
357,1028,RE-2026-000357,1108232,EUR,2026-06-17,open
358,1028,RE-2026-000358,534035,EUR,2026-07-25,open
359,1028,RE-2026-000359,163768,EUR,2026-08-07,open
360,1028,RE-2026-000360,689021,EUR,2026-08-12,open
361,1028,RE-2026-000361,120983,EUR,2026-08-18,open
362,1028,RE-2026-000362,515068,EUR,2026-08-21,open
363,1028,RE-2026-000363,826422,EUR,2026-08-23,open
364,1028,RE-2026-000364,29440,EUR,2026-08-24,open
365,1028,RE-2026-000365,91024,EUR,2026-08-27,open
366,1028,RE-2026-000366,10066,EUR,2026-09-06,open
367,1028,RE-2026-000367,80629,EUR,2026-09-08,open
368,1028,RE-2026-000368,114189,EUR,2026-09-10,open
369,1028,RE-2026-000369,2271127,EUR,2026-09-18,open
370,1029,RE-2026-000370,9764,EUR,2026-03-22,open
371,1029,RE-2026-000371,68727,EUR,2026-04-09,paid
372,1029,RE-2026-000372,1644129,EUR,2026-04-13,paid
373,1029,RE-2026-000373,54628,EUR,2026-04-20,open
374,1029,RE-2026-000374,940572,EUR,2026-04-28,paid
375,1029,RE-2026-000375,7769,EUR,2026-05-25,open
376,1029,RE-2026-000376,859684,EUR,2026-06-07,paid
377,1029,RE-2026-000377,152721,EUR,2026-06-16,open
378,1029,RE-2026-000378,42205,EUR,2026-07-08,open
379,1029,RE-2026-000379,213726,EUR,2026-08-02,paid
380,1029,RE-2026-000380,93303,EUR,2026-08-06,open
381,1029,RE-2026-000381,13627,EUR,2026-08-12,open
382,1029,RE-2026-000382,1694598,EUR,2026-09-09,open
383,1029,RE-2026-000383,2238786,EUR,2026-09-16,open
384,1030,RE-2026-000384,5171,EUR,2026-03-03,paid
385,1030,RE-2026/000385,877746,EUR,2026-03-05,open
386,1030,RE-2026-000386,2133824,EUR,2026-03-12,open
387,1030,RE-2026-000387,1174844,EUR,2026-03-15,open
388,1030,RE-2026-000388,398105,EUR,2026-03-18,open
389,1030,RE-2026-000389,2337430,EUR,2026-03-19,open
390,1030,RE-2026-000390,260282,EUR,2026-04-03,paid
391,1030,RE 2026 000391,465830,EUR,2026-04-06,open
392,1030,RE-2026-000392,121379,EUR,2026-04-10,open
393,1030,RE-2026-000393,50123,EUR,2026-04-13,open
394,1030,RE-2026-000394,164495,EUR,2026-04-16,open
395,1030,RE-2026-000395,335436,EUR,2026-04-17,open
396,1030,RE-2026-000396,29675,EUR,2026-05-13,open
397,1030,RE-2026-000397,2248850,EUR,2026-05-18,open
398,1030,RE-2026-000398,1301392,EUR,2026-05-19,open
399,1030,RE-2026-000399,177571,EUR,2026-07-02,paid
400,1030,RE-2026-000400,14963,EUR,2026-07-03,open
401,1030,RE-2026-000401,976489,EUR,2026-07-06,open
402,1030,RE-2026/000402,527765,EUR,2026-07-07,open
403,1030,RE-2026-000403,20662,EUR,2026-07-09,open
404,1030,RE-2026-000404,459121,EUR,2026-07-11,open
405,1030,RE-2026-000405,105859,EUR,2026-07-23,open
406,1030,RE-2026-000406,10078,EUR,2026-08-20,open
407,1030,RE-2026-000407,33604,EUR,2026-09-13,open
408,1031,RE-2026-000408,47659,EUR,2026-03-24,open
409,1031,RE-2026-000409,516397,EUR,2026-05-04,open
410,1031,RE-2026-000410,13485,EUR,2026-07-08,open
411,1031,RE-2026-000411,28676,EUR,2026-08-19,paid
412,1031,RE-2026-000412,236788,EUR,2026-08-27,paid
413,1031,RE-2026/000413,269909,EUR,2026-09-18,open
414,1032,RE-2026-000414,49034,EUR,2026-03-02,open
415,1032,RE-2026-000415,360718,EUR,2026-03-03,open
416,1032,RE-2026-000416,9916,EUR,2026-03-17,open
417,1032,RE-2026-000417,250942,EUR,2026-03-20,paid
418,1032,RE-2026-000418,128394,EUR,2026-03-31,open
419,1032,RE-2026-000419,26850,EUR,2026-04-01,open
420,1032,RE-2026-000420,945026,EUR,2026-04-25,open
421,1032,RE-2026-000421,14655,EUR,2026-04-26,open
422,1032,RE-2026-000422,7747,EUR,2026-04-29,open
423,1032,RE-2026-000423,40855,EUR,2026-05-05,paid
424,1032,RE-2026-000424,20892,EUR,2026-05-11,paid
425,1032,RE-2026-000425,82668,EUR,2026-05-15,open
426,1032,RE-2026-000426,27324,EUR,2026-05-29,open
427,1032,RE-2026-000427,233831,EUR,2026-05-31,open
428,1032,RE-2026-000428,1143260,EUR,2026-06-08,open
429,1032,RE-2026-000429,22078,EUR,2026-06-09,open
430,1032,RE-2026/000430,75339,EUR,2026-06-14,open
431,1032,RE-2026-000431,2458920,EUR,2026-06-24,open
432,1032,RE 2026 000432,1255995,EUR,2026-07-07,open
433,1032,RE-2026-000433,14646,EUR,2026-07-11,open
434,1032,RE-2026-000434,244688,EUR,2026-09-02,open
435,1032,RE-2026-000435,8107,EUR,2026-09-18,open
436,1033,RE-2026-000436,37766,EUR,2026-06-21,open
437,1033,RE-2026-000437,100152,EUR,2026-07-18,open
438,1033,RE-2026/000438,150178,EUR,2026-08-22,open
439,1033,RE-2026-000439,19836,EUR,2026-09-18,open
440,1034,RE-2026-000440,28550,EUR,2026-03-19,open
441,1034,RE-2026-000441,2005972,EUR,2026-05-17,open
442,1034,RE-2026-000442,396351,EUR,2026-06-13,open
443,1034,RE-2026-000443,287894,EUR,2026-07-17,paid
444,1034,RE 2026 000444,9630,EUR,2026-08-23,open
445,1035,RE-2026-000445,2284086,EUR,2026-03-12,open
446,1035,RE-2026-000446,162828,EUR,2026-03-28,open
447,1035,RE-2026-000447,1754187,EUR,2026-04-01,open
448,1035,RE-2026-000448,9802,EUR,2026-04-03,open
449,1035,RE-2026-000449,104845,EUR,2026-04-19,open
450,1035,RE-2026-000450,155765,EUR,2026-05-05,paid
451,1035,RE-2026-451,736204,EUR,2026-06-10,open
452,1035,RE-2026-000452,92651,EUR,2026-06-16,open
453,1035,RE-2026-000453,598847,EUR,2026-08-30,open
454,1035,RE-2026-000454,421163,EUR,2026-09-12,open
455,1035,RE-2026-000455,132375,EUR,2026-09-14,open
456,1036,RE-2026-000456,2342739,EUR,2026-03-02,paid
457,1036,RE-2026-000457,167844,EUR,2026-04-02,paid
458,1036,RE-2026-000458,59363,EUR,2026-05-03,open
459,1036,RE-2026-000459,50117,EUR,2026-05-21,open
460,1036,RE-2026-460,21353,EUR,2026-06-01,open
461,1036,RE-2026-000461,80093,EUR,2026-06-06,open
